Id,Reputation,CreationDate,LastAccessDate,numPosts,is_churn,gap1,gap2,num_answers,num_questions,ans_que_ratio,accepted_answerer_rep,max_rep_answerer,num_que_answered,time_for_first_ans,rep_questioner,rep_answerers,rep_co_answerers,num_answers_recvd,ans_score,que_score,ans_stddev,que_stddev,answering_speed,ans_comments,que_comments,relative_rank_pos
4973,143,2010-12-20 20:17:05.553,2019-08-24 18:38:14.710,2.0,1,30411575.714,309219.185,1.0,1.0,1.0,36921.0,173285.0,1.0,0.11457903661946009,2043.0,105103.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,622.0,702.0,2.0
4976,121,2010-12-20 22:23:29.530,2019-02-09 10:56:49.660,2.0,1,8111661.07,732.2412833333334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,741.0,932.0,1.0
4980,201,2010-12-21 00:21:35.007,2011-02-26 20:47:12.857,6.0,0,0.046000000000000006,1627.2060666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4781.5,0.0,201.0,0.0,0.5,0.0,0.7071067811865476,0.0,0.0,753.5,0.0,0.5
4982,140,2010-12-21 01:50:27.320,2019-06-24 13:44:46.193,5.0,0,11794324.887,40927.30966666667,0.0,2.0,0.0,53.0,76306.0,2.0,0.06699082783915503,0.0,39540.333333333336,0.0,1.5,0.0,0.5,0.0,0.7071067811865476,0.037826108336496016,0.0,424.0,0.0
4992,2098,2010-12-21 07:42:22.153,2019-08-19 12:24:12.117,33.0,0,204.037,28117.327050000004,1.0,1.0,1.0,0.0,152201.0,1.0,0.01651254953764861,83.0,99454.5,2098.0,2.0,1.0,6.0,0.0,0.0,0.0,391.0,324.0,1.0
4997,15774,2010-12-21 10:21:28.760,2019-08-31 18:18:18.070,15.0,0,1516546.763,13007.553950000001,0.0,2.0,0.0,286579.0,286579.0,2.0,0.015903651438611173,0.0,200105.5,0.0,1.0,0.0,2.0,0.0,2.8284271247461903,0.0,0.0,721.0,0.0
5001,667,2010-12-21 11:51:15.303,2019-08-12 06:37:52.427,5.0,0,300.58700000000005,65025.21283333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6051.5,0.0,667.0,0.0,4.5,0.0,4.949747468305833,0.0,0.0,1001.5,0.0,4.5
5009,35,2010-11-01 02:13:49.490,2011-07-15 02:21:53.673,2.0,1,920.503,72863.6475,0.0,2.0,0.0,50225.0,50225.0,2.0,0.00943665007729796,0.0,27635.5,0.0,1.0,0.0,3.0,0.0,1.4142135623730951,0.0,0.0,946.0,0.0
5010,136,2010-12-21 16:42:13.100,2019-08-31 14:14:50.707,8.0,0,2811.693,1418.74845,1.0,1.0,1.0,107228.0,107228.0,1.0,0.000743626341446148,106.0,107228.0,739.0,1.0,15.0,8.0,0.0,0.0,0.0,93.0,1354.0,15.0
5020,416,2010-12-21 20:46:24.783,2019-08-09 12:03:28.813,5.0,0,728.4140000000001,41418.41766666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,416.0,0.0,4.0,0.0,2.8284271247461903,0.0,0.0,721.5,0.0,4.0
5022,355,2010-12-21 20:49:45.810,2019-08-16 00:23:53.307,5.0,0,834.98,104730.12800000001,0.0,2.0,0.0,12130.0,24616.0,2.0,0.002923864255995816,0.0,12301.75,0.0,2.5,0.0,7.5,0.0,4.949747468305833,0.0,0.0,630.0,0.0
5023,106,2010-12-21 21:08:13.747,2011-01-03 11:16:11.813,2.0,1,0.030000000000000002,1135.51205,0.0,2.0,0.0,0.0,467485.0,2.0,0.021727652566144406,0.0,58008.61538461538,0.0,11.0,0.0,47.5,0.0,53.033008588991066,0.005410985046884451,0.0,213.0,0.0
5031,165,2010-12-22 00:52:10.640,2018-05-04 16:52:36.233,2.0,1,0.013000000000000001,3841.4219000000003,1.0,1.0,1.0,0.0,50225.0,1.0,0.011544913368894232,0.0,35906.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,190.0,563.0,2.0
5032,613,2010-12-22 02:36:54.760,2014-09-08 00:29:59.060,36.0,0,130.327,71568.676,0.0,2.0,0.0,30582.0,30582.0,2.0,0.03741161505942211,0.0,17127.5,0.0,1.0,0.0,3.5,0.0,2.1213203435596424,0.0,0.0,526.0,0.0
5035,531,2010-12-22 05:13:17.597,2018-08-18 15:21:16.873,4.0,1,90.513,3021.609283333333,0.0,2.0,0.0,182029.0,286579.0,2.0,0.09490847659240605,0.0,94235.63636363637,0.0,5.5,0.0,3.0,0.0,4.242640687119285,0.005065827900655062,0.0,116.5,0.0
5038,189,2010-12-22 07:01:00.993,2013-07-18 00:35:22.533,2.0,1,1132.424,5327.835166666668,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.8284271247461903,0.0,0.0,815.5,0.0,2.0
5042,121,2010-12-22 09:00:48.873,2019-08-11 15:13:00.450,2.0,1,1026.944,43.878166666666665,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3565.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,394.0,382.0,1.0
5043,235,2010-12-22 09:57:58.730,2019-03-14 07:16:56.670,2.0,1,714.6030000000001,108254.26073333334,0.0,2.0,0.0,173285.0,173285.0,2.0,0.02978155231377843,0.0,42495.6,0.0,4.0,0.0,13.0,0.0,18.384776310850235,0.07694576605922257,0.0,404.0,0.0
5046,780,2010-12-22 14:11:00.183,2019-08-13 22:24:23.103,21.0,0,656.767,570.7176166666667,0.0,2.0,0.0,0.0,99067.0,2.0,0.1101133617058762,0.0,38051.71428571428,0.0,5.0,0.0,5.5,0.0,2.1213203435596424,0.0,0.0,225.5,0.0
5048,289,2010-12-22 15:47:45.603,2019-03-15 06:31:01.140,8.0,0,2207.817,53.225883333333336,1.0,1.0,1.0,289.0,289.0,1.0,0.01878785164987085,289.0,289.0,289.0,1.0,1.0,1.0,0.0,0.0,0.01878785164987085,196.0,1303.0,1.0
5049,979,2010-12-22 15:53:07.233,2019-06-23 10:03:28.483,20.0,0,175.16400000000002,3695.6953833333337,0.0,2.0,0.0,315958.0,315958.0,2.0,0.018575977916877453,0.0,233190.33333333334,0.0,2.0,0.0,1.5,0.0,0.7071067811865476,0.0,0.0,340.5,0.0
5051,422,2010-12-22 16:44:08.020,2019-07-23 13:17:30.057,4.0,0,-0.017,555450.5683333334,0.0,2.0,0.0,43749.0,43749.0,1.0,0.04182222209830453,0.0,28768.5,0.0,3.5,0.0,6.0,0.0,7.0710678118654755,0.0,0.0,351.5,0.0
5055,41,2010-12-22 21:44:01.893,2011-12-10 00:37:40.207,3.0,0,1532.017,4535.730883333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,697.5,0.0,0.6666666666666666
5060,143,2010-12-17 23:01:01.087,2012-09-30 00:34:37.137,2.0,1,445702.943,21.87255,1.0,1.0,1.0,107228.0,107228.0,1.0,0.0010960986797180841,0.0,39241.333333333336,0.0,3.0,2.0,24.0,0.0,0.0,0.0,638.0,1978.0,2.0
5063,557,2010-12-23 04:38:27.543,2019-08-22 17:45:00.073,4.0,1,569.6840000000001,110619.83521666667,0.0,2.0,0.0,275257.0,275257.0,2.0,0.03818765221359499,0.0,85548.2,0.0,5.5,0.0,42.5,0.0,45.96194077712559,0.0,0.0,422.5,0.0
5066,59,2010-12-23 05:49:08.540,2015-12-07 09:25:40.737,3.0,0,37265.73,685445.8916166667,0.0,2.0,0.0,50225.0,50225.0,2.0,0.0011302184055709443,0.0,35322.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,689.0,0.0
5072,169,2010-12-23 10:58:06.587,2019-08-21 00:04:30.560,3.0,1,2350006.296,127827.82856666668,1.0,1.0,1.0,0.0,667.0,1.0,0.07830822902024659,0.0,667.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,469.0,939.0,0.0
5073,326,2010-12-23 11:38:12.373,2019-08-31 21:16:03.303,4.0,0,3373125.657,3024.320616666667,0.0,2.0,0.0,386.0,386.0,1.0,0.03331556503198294,0.0,386.0,0.0,0.5,0.0,2.0,0.0,1.4142135623730951,0.03331556503198294,0.0,1010.5,0.0
5079,810,2010-12-23 15:34:21.393,2019-08-30 17:45:30.110,11.0,0,80.64,25693.960833333334,1.0,1.0,1.0,0.0,4288.0,1.0,0.05645974796368509,12061.0,2349.5,0.0,2.0,-2.0,2.0,0.0,0.0,0.05645974796368509,434.0,622.0,-1.0
5085,152,2010-12-23 18:59:02.927,2018-11-27 12:35:18.650,2.0,1,1389.163,27.11466666666667,1.0,1.0,1.0,0.0,152.0,1.0,0.03688040912667191,152.0,152.0,152.0,2.0,1.0,0.0,0.0,0.0,0.03688040912667191,139.0,1226.0,1.0
5092,115,2010-12-24 03:30:48.870,2018-12-17 19:27:53.643,2.0,1,1549.613,378960.089,0.0,2.0,0.0,173217.0,173217.0,2.0,0.003984789130106254,0.0,94933.5,0.0,1.0,0.0,1.0,0.0,1.4142135623730951,0.0,0.0,1399.5,0.0
5093,13,2010-12-24 05:10:24.330,2012-02-07 18:06:47.430,2.0,1,23031830.8,13.181000000000001,0.0,2.0,0.0,173217.0,173217.0,2.0,0.024956814312566626,0.0,139657.0,0.0,1.5,0.0,0.5,0.0,0.7071067811865476,0.0,0.0,384.0,0.0
5094,135,2010-12-24 08:36:49.413,2018-07-31 12:52:30.127,2.0,1,25660081.44,23108.82316666667,0.0,2.0,0.0,19006.0,22592.0,2.0,0.0034364490461806342,0.0,20799.0,0.0,1.0,0.0,2.5,0.0,0.7071067811865476,0.0,0.0,1431.5,0.0
5101,443,2010-12-24 18:03:15.817,2018-02-03 21:49:12.790,5.0,0,945825.8500000001,11392.075833333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,0.0,0.0,0.0,1.5,0.0,2.1213203435596424,0.0,0.0,609.5,0.0,1.5
5103,373,2010-12-25 08:56:49.900,2019-07-02 19:18:30.343,2.0,1,122815.77,722.72245,1.0,1.0,1.0,0.0,113675.0,1.0,0.07010762689188353,373.0,37426.333333333336,426.5,10.0,7.0,20.0,0.0,0.0,0.0008343338355290003,821.0,2605.0,7.0
5105,2864,2010-12-25 10:40:11.957,2019-08-13 19:44:44.133,49.0,0,200938.39,405.0545,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3343.0,0.0,1785.0,0.0,3.0,0.0,1.4142135623730951,0.0,0.0,202.0,0.0,2.6666666666666665
5109,147,2010-12-25 15:51:40.797,2019-08-26 20:10:07.957,3.0,0,2155.9300000000003,21279.111383333337,0.0,2.0,0.0,30582.0,182029.0,2.0,0.03766471249583334,0.0,71483.0,0.0,1.5,0.0,2.0,0.0,2.8284271247461903,0.0,0.0,573.5,0.0
5111,245,2010-12-25 21:47:59.513,2019-08-06 08:11:47.240,2.0,1,449.107,370264.0248333334,0.0,2.0,0.0,76306.0,312479.0,2.0,0.07776216054386854,0.0,94652.6,0.0,4.0,0.0,14.0,0.0,18.384776310850235,0.0,0.0,548.5,0.0
5116,5179,2010-12-26 01:18:38.767,2018-02-27 21:20:41.937,24.0,0,192.026,2523.4014,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1674.0,0.0,0.0,0.0,2.5,0.0,0.7071067811865476,0.0,0.0,895.0,0.0,2.5
5119,163,2010-12-26 04:52:38.167,2011-01-05 22:30:49.457,4.0,0,-0.017,993.5552833333334,1.0,1.0,1.0,163.0,163.0,1.0,0.0010064865204531396,163.0,163.0,163.0,1.0,4.0,5.0,0.0,0.0,0.0010064865204531396,3350.0,270.0,4.0
5124,226,2010-12-26 16:15:37.673,2017-10-07 09:34:17.147,2.0,1,13573.310000000001,609.0906166666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5240.0,0.0,0.0,0.0,5.5,0.0,2.1213203435596424,0.0,0.0,659.0,0.0,4.5
5128,148,2010-12-26 19:14:29.233,2019-08-12 23:03:13.670,2.0,1,36877579.737,6956.657166666668,1.0,1.0,1.0,0.0,6034.0,1.0,0.00732303608682338,0.0,6034.0,633.0,2.0,1.0,3.0,0.0,0.0,0.0,991.0,1116.0,0.4
5138,128,2010-12-27 05:06:50.163,2019-08-17 23:37:14.183,3.0,0,30462834.094,202207.8251666667,0.0,2.0,0.0,173217.0,173217.0,2.0,0.0022694307526325017,0.0,86672.5,0.0,1.0,0.0,0.5,0.0,0.7071067811865476,0.0,0.0,3125.5,0.0
5145,185,2010-12-27 17:38:34.463,2019-08-23 18:01:51.073,4.0,0,115.974,31608.351833333334,0.0,2.0,0.0,312479.0,312479.0,2.0,0.05942547451241397,0.0,70258.16666666667,0.0,3.0,0.0,6.0,0.0,4.242640687119285,0.0,0.0,185.0,0.0
5155,2506,2010-12-27 22:50:25.657,2019-07-23 21:46:37.877,26.0,0,326.08000000000004,432055.54133333336,2.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,1780.5,0.0,1.0,0.0,1.4142135623730951,0.0,0.0,593.5,0.0,1.0
5157,886,2010-12-27 23:45:19.327,2011-03-30 22:26:43.570,23.0,0,88.986,419.86011666666667,0.0,2.0,0.0,71134.0,71134.0,2.0,0.030649845690797713,0.0,28697.6,0.0,3.0,0.0,29.5,0.0,20.506096654409877,7.334284708069343e-05,0.0,226.0,0.0
5159,287,2010-12-28 02:30:11.977,2017-06-21 14:06:29.660,4.0,0,374.73600000000005,4317.997066666667,0.0,2.0,0.0,42262.0,42262.0,2.0,0.003502099917478852,0.0,23889.25,0.0,2.0,0.0,12.0,0.0,7.0710678118654755,0.0,0.0,841.5,0.0
5165,45,2010-12-28 10:26:31.177,2012-02-25 07:48:40.177,2.0,1,211.34,610296.8346666668,0.0,2.0,0.0,254914.0,254914.0,2.0,0.04302963020335803,0.0,135782.0,0.0,1.0,0.0,4.0,0.0,1.4142135623730951,0.0,0.0,683.0,0.0
5166,177,2010-12-28 11:02:31.580,2017-11-30 18:22:28.600,3.0,0,168103.053,50961.10600000001,0.0,2.0,0.0,71134.0,71134.0,2.0,0.004556518428060377,0.0,17313.0,0.0,3.5,0.0,6.0,0.0,7.0710678118654755,0.0,0.0,999.5,0.0
5176,69,2010-12-28 16:49:11.720,2011-05-11 20:00:45.890,4.0,0,-0.013000000000000001,2924.053766666667,0.0,2.0,0.0,21587.0,21587.0,2.0,0.010736727391807338,0.0,14302.25,0.0,2.0,0.0,4.0,0.0,1.4142135623730951,0.0,0.0,1227.5,0.0
5178,280,2010-12-28 19:04:40.737,2012-02-06 00:41:19.710,3.0,0,-0.014,213.20473333333337,1.0,1.0,1.0,275257.0,275257.0,1.0,0.01791994800825751,1674.0,275257.0,0.0,1.0,18.0,4.0,0.0,0.0,0.0,1574.0,2158.0,18.0
5181,38,2010-12-28 21:24:08.457,2013-01-30 14:26:07.890,2.0,1,175867.69600000003,2661.8325666666665,0.0,2.0,0.0,1004.0,9359.0,2.0,0.0006551158317399186,0.0,5181.5,0.0,1.0,0.0,3.5,0.0,0.7071067811865476,0.007506151290982959,0.0,500.0,0.0
5182,265,2010-12-28 21:48:51.800,2019-08-27 16:06:46.797,2.0,1,43189832.923,1822.906,0.0,2.0,0.0,0.0,24372.0,2.0,0.014985486556270251,0.0,24372.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,685.0,0.0
5189,7368,2010-12-29 03:01:18.020,2019-07-27 11:18:31.380,77.0,0,482272.01700000005,2883.9430500000003,0.0,2.0,0.0,286579.0,286579.0,2.0,0.138399844069509,0.0,165213.0,0.0,1.0,0.0,3.5,0.0,0.7071067811865476,0.0,0.0,586.0,0.0
5191,61889,2010-12-29 03:52:28.713,2016-11-27 12:19:00.643,302.0,0,683.2,638.1801666666668,1.0,1.0,1.0,107228.0,107228.0,1.0,0.008556332755780872,1873.0,107228.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,181.0,1040.0,3.0
5195,135,2010-12-29 06:51:37.633,2017-03-29 16:39:07.840,3.0,0,5390603.864,64934.075000000004,0.0,2.0,0.0,57055.0,57055.0,2.0,0.005167316413644711,0.0,53640.0,0.0,1.0,0.0,2.5,0.0,0.7071067811865476,0.0,0.0,802.0,0.0
5199,122,2010-12-29 11:26:27.303,2019-04-30 21:49:35.937,3.0,0,687.24,4721.256450000001,0.0,2.0,0.0,312479.0,312479.0,2.0,0.011667276119798424,0.0,162696.5,0.0,1.0,0.0,0.5,0.0,0.7071067811865476,0.0,0.0,757.0,0.0
5203,29569,2010-12-29 15:57:51.850,2014-08-10 13:57:36.373,202.0,0,16856.75,11988.938616666668,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,3.5355339059327378,0.0,0.0,375.5,0.0,5.5
5207,468,2010-12-29 16:49:04.903,2019-04-22 03:22:19.450,5.0,0,16277882.807000002,2241.4376666666667,1.0,1.0,1.0,478.0,4755.0,1.0,0.03253213904236226,613.0,2616.5,0.0,3.0,1.0,5.0,0.0,0.0,0.0,722.0,1027.0,1.0
5209,1738,2010-12-29 17:27:18.570,2019-08-20 18:37:10.177,26.0,0,-0.017,15920.288,0.0,2.0,0.0,275257.0,275257.0,2.0,0.009921143444852497,0.0,91150.2,0.0,3.5,0.0,7.0,0.0,4.242640687119285,0.0,0.0,388.0,0.0
5211,1099,2010-12-29 18:04:34.850,2019-04-12 14:59:52.897,13.0,0,-0.017,11.288283333333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2537.0,0.0,1099.0,0.0,4.5,0.0,0.7071067811865476,0.0,0.0,984.0,0.0,3.25
5218,406,2010-12-29 21:44:17.853,2019-08-07 16:47:21.327,2.0,1,70583.97,45060.6815,2.0,0.0,0.0,0.0,0.0,0.0,0.0,275.5,0.0,406.0,0.0,5.0,0.0,4.242640687119285,0.0,0.0,577.5,0.0,5.0
5220,181,2010-12-29 23:24:50.720,2019-08-01 10:59:41.593,3.0,1,1801558.317,282275.8461,1.0,1.0,1.0,346372.0,346372.0,1.0,0.04569652934859597,0.0,228351.33333333334,0.0,3.0,4.0,0.0,0.0,0.0,0.0,427.0,875.0,4.0
5222,124,2010-12-30 00:13:07.613,2019-03-18 23:42:24.997,2.0,1,820.8570000000001,741564.5185,1.0,1.0,1.0,0.0,312479.0,1.0,0.04047799110428682,0.0,156442.5,0.0,2.0,0.0,3.0,0.0,0.0,0.0009863010510040438,321.0,1086.0,0.0
5226,756,2010-12-30 02:26:46.807,2018-11-10 10:12:15.217,9.0,0,-0.014,3773.5209000000004,0.0,2.0,0.0,71134.0,173285.0,2.0,0.18007743329631742,0.0,63898.5,0.0,3.0,0.0,9.5,0.0,3.5355339059327378,0.0,0.0,729.5,0.0
5230,2703,2010-12-30 05:08:27.040,2018-08-25 02:12:25.317,83.0,0,4101.58,232380.9411666667,0.0,2.0,0.0,275257.0,275257.0,2.0,0.010248704456999297,0.0,136736.25,0.0,2.0,0.0,5.5,0.0,4.949747468305833,0.0,0.0,528.0,0.0
5237,177,2010-12-30 09:51:50.390,2011-10-02 06:22:09.473,12.0,0,6792123.090000001,136.22188333333332,0.0,2.0,0.0,173285.0,275257.0,2.0,0.1299488867712033,0.0,224271.0,0.0,1.5,0.0,3.0,0.0,2.8284271247461903,0.0,0.0,503.0,0.0
5248,125,2010-12-30 19:22:56.257,2017-10-31 22:46:34.920,2.0,1,3559963.5760000004,37269.127066666675,0.0,2.0,0.0,30582.0,30582.0,2.0,0.12900562464523455,0.0,30582.0,0.0,1.0,0.0,2.0,0.0,1.4142135623730951,0.0,0.0,1192.0,0.0
5253,1004,2010-12-31 00:02:00.033,2019-08-30 14:16:20.503,16.0,0,1589.564,3007.0231,2.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,2656.0,0.0,2.5,0.0,0.7071067811865476,0.0,0.0,518.5,0.0,2.1666666666666665
5262,1002,2010-12-31 14:00:11.400,2015-01-12 12:12:32.047,22.0,0,541.9730000000001,51.33990000000001,0.0,2.0,0.0,107228.0,107228.0,1.0,0.3362399408217704,0.0,107228.0,0.0,0.5,0.0,3.5,0.0,0.7071067811865476,0.0,0.0,684.5,0.0
5265,1117,2010-12-31 17:20:00.930,2016-03-10 18:06:38.583,19.0,0,97497.943,1820.07895,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.5,0.0,0.0,0.0,6.5,0.0,6.363961030678928,0.0,0.0,259.0,0.0,6.5
5268,463,2010-12-31 19:50:07.527,2014-06-08 18:23:36.517,2.0,1,32.823,461968.0361666667,0.0,2.0,0.0,275257.0,275257.0,2.0,0.06178391795507589,0.0,125183.75,0.0,4.0,0.0,33.5,0.0,45.96194077712559,0.0,0.0,1182.0,0.0
5270,451,2010-12-31 21:18:16.017,2019-08-11 13:11:57.923,14.0,0,1361.336,1141.3635,0.0,2.0,0.0,286579.0,286579.0,2.0,0.00984684544818081,0.0,135688.8,0.0,2.5,0.0,3.0,0.0,1.4142135623730951,0.0,0.0,542.5,0.0
5282,3950,2011-01-01 14:19:45.243,2019-08-30 14:59:58.790,43.0,0,667.287,1256.0017166666667,1.0,1.0,1.0,37608.0,37608.0,1.0,0.02004570420558874,11965.0,23483.5,0.0,2.0,5.0,2.0,0.0,0.0,0.0,400.0,370.0,5.0
5290,459,2011-01-01 23:39:40.217,2011-10-28 03:22:15.303,10.0,0,11812.026,50288.97095,0.0,2.0,0.0,5391.0,5391.0,2.0,0.0005315769628843706,0.0,2400.5,0.0,2.5,0.0,10.0,0.0,1.4142135623730951,0.0,0.0,1449.5,0.0
5291,516,2011-01-02 01:01:52.910,2011-12-22 15:43:52.587,8.0,0,990.73,4138.36945,0.0,2.0,0.0,5391.0,315958.0,2.0,0.023212003546020408,0.0,81833.66666666667,0.0,4.5,0.0,8.0,0.0,1.4142135623730951,0.0071546735039436935,0.0,2098.5,0.0
5292,56,2011-01-02 01:13:02.617,2011-01-05 13:33:55.310,3.0,0,2686.34,442.26410000000004,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.0,0.0,0.0,0.0,0.5,0.0,0.7071067811865476,0.0,0.0,1316.0,0.0,0.5
5296,181,2011-01-02 03:30:20.300,2011-01-05 11:33:19.820,6.0,0,-0.013000000000000001,102.18433333333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.0,0.0,0.0,0.0,1.5,0.0,0.7071067811865476,0.0,0.0,995.0,0.0,1.5
5300,121,2011-01-02 04:26:19.453,2017-01-15 20:35:11.143,2.0,1,682.6270000000001,165061.44945000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21929.5,0.0,121.0,0.0,1.5,0.0,0.7071067811865476,0.0,0.0,408.5,0.0,1.0
5312,1319,2011-01-02 10:50:30.087,2019-08-23 08:16:58.033,14.0,0,0.0,34.48238333333334,1.0,1.0,1.0,312479.0,312479.0,1.0,0.06660036230597094,11965.0,312479.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,76.0,193.0,1.5
5315,89,2011-01-02 13:38:09.120,2011-01-28 14:31:53.170,3.0,0,166.863,364.6999,0.0,2.0,0.0,0.0,315958.0,2.0,0.011750793864048797,0.0,274866.6666666667,0.0,1.5,0.0,4.5,0.0,9.192388155425117,0.0,0.0,324.0,0.0
5316,7612,2011-01-02 13:42:25.093,2019-08-31 19:14:04.590,82.0,0,36.550000000000004,9283.644616666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.5,0.0,5960.0,0.0,1.5,0.0,0.7071067811865476,0.0,0.0,530.5,0.0,1.1666666666666665
5318,335,2011-01-02 16:07:22.777,2017-10-08 03:02:32.737,3.0,0,303.853,145.90028333333333,0.0,2.0,0.0,275257.0,275257.0,2.0,0.021675830726212583,0.0,103921.0,0.0,2.5,0.0,13.0,0.0,4.242640687119285,0.0,0.0,764.5,0.0
5319,256,2011-01-02 16:50:28.993,2011-01-03 20:03:51.473,4.0,0,0.0,44.18111666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1363.5,0.0,3.0
5322,136,2011-01-02 20:06:10.353,2019-08-28 11:27:42.690,3.0,0,13379589.237000002,339.5331666666667,0.0,2.0,0.0,35224.0,346372.0,2.0,0.11099056302737859,0.0,103811.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,586.5,0.0
5323,120,2011-01-02 20:09:19.353,2017-01-17 05:50:25.733,2.0,1,359.824,79.32283333333334,0.0,2.0,0.0,275257.0,275257.0,2.0,0.08046762418669025,0.0,152768.0,0.0,2.0,0.0,1.5,0.0,0.7071067811865476,0.0,0.0,415.0,0.0
5325,197,2011-01-02 20:39:04.083,2014-01-30 20:13:01.887,4.0,0,1105033.62,1467.8624000000002,0.0,2.0,0.0,50225.0,50225.0,2.0,6.567492503182816e-06,0.0,27883.0,0.0,1.0,0.0,2.0,0.0,1.4142135623730951,0.0,0.0,579.0,0.0
5330,1143,2011-01-02 23:15:26.663,2013-06-01 18:23:51.630,13.0,0,0.0,2305.5428333333334,1.0,1.0,1.0,42262.0,286579.0,1.0,0.13827306164213088,2277.0,164420.5,0.0,2.0,3.0,12.0,0.0,0.0,0.0,840.0,2832.0,3.0
5340,130,2011-01-03 10:09:07.300,2018-11-15 22:21:01.580,2.0,1,654.64,2630.7222833333335,0.0,2.0,0.0,312479.0,312479.0,2.0,0.025869132799839954,0.0,123307.125,0.0,4.5,0.0,3.5,0.0,2.1213203435596424,0.0038405874562573088,0.0,1599.5,0.0
5342,139,2011-01-03 10:53:51.397,2016-03-09 01:22:49.893,3.0,0,410.11600000000004,9153.39195,0.0,2.0,0.0,9501.0,222063.0,2.0,0.006772021640898089,0.0,130167.75,0.0,2.0,0.0,2.5,0.0,3.5355339059327378,0.0,0.0,483.5,0.0
5359,70,2011-01-04 02:44:53.203,2011-03-10 01:33:11.267,3.0,0,92.447,22.380116666666666,0.0,2.0,0.0,222063.0,222063.0,2.0,0.023880378408476257,0.0,126322.5,0.0,2.5,0.0,4.5,0.0,4.949747468305833,0.0,0.0,155.5,0.0
5363,63972,2011-01-04 05:05:55.967,2015-09-18 14:10:55.753,525.0,0,259671.90300000002,123.52371666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2199.0,0.0,0.0,0.0,5.5,0.0,0.7071067811865476,0.0,0.0,1492.5,0.0,5.5
5364,318,2011-01-04 06:10:08.113,2019-08-29 05:35:14.610,2.0,1,35642649.800000004,21718.120283333337,0.0,2.0,0.0,106097.0,152201.0,2.0,0.004959795279490043,0.0,129149.0,0.0,1.5,0.0,12.0,0.0,4.242640687119285,0.0,0.0,1327.0,0.0
5369,13,2011-01-04 10:27:32.500,2018-06-21 06:31:43.747,2.0,1,1446923.767,28137.64138333333,1.0,1.0,1.0,312479.0,312479.0,1.0,0.242306760358614,0.0,191806.5,0.0,4.0,0.0,2.0,0.0,0.0,0.0,341.0,751.0,0.0
5373,435,2011-01-04 13:57:43.557,2019-06-21 13:55:40.530,15.0,0,471.21000000000004,2499.0653833333336,0.0,2.0,0.0,312479.0,312479.0,2.0,0.26726712681157,0.0,94719.66666666667,0.0,3.0,0.0,7.0,0.0,5.656854249492381,0.0016407967709119544,0.0,632.0,0.0
5391,248,2011-01-04 21:38:35.157,2019-08-31 14:00:48.670,7.0,0,502.50300000000004,14986.044783333335,0.0,2.0,0.0,18808.0,18808.0,2.0,4.621147222762841e-06,0.0,17729.0,0.0,1.0,0.0,4.5,0.0,3.5355339059327378,0.0,0.0,1594.5,0.0
5397,146,2011-01-04 22:55:13.123,2017-05-16 18:40:25.987,7.0,0,2909.237,31.333450000000003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,146.0,0.0,3.5,0.0,3.5355339059327378,0.0,0.0,568.5,0.0,3.5
