Id,Reputation,CreationDate,LastAccessDate,numPosts,is_churn,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15,gap16,num_answers,num_questions,ans_que_ratio,accepted_answerer_rep,max_rep_answerer,num_que_answered,time_for_first_ans,rep_questioner,rep_answerers,rep_co_answerers,num_answers_recvd,ans_score,que_score,ans_stddev,que_stddev,answering_speed,ans_comments,que_comments,relative_rank_pos
3567,12914,2010-11-16 11:21:59.187,2019-09-01 03:53:15.790,178.0,0,1274.246,1257.8207333333335,752.6731000000001,95.9975,2146.841733333333,1654.0919333333334,1612.7272333333335,2454.0511,1667.4701166666669,4720.88205,31.293166666666668,1208.3934000000002,1622.1919333333333,2773.2904,249.0772166666667,774.8203333333333,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4717.0,0.0,18212.75,0.0,4.3125,0.0,4.643543905251678,0.0,0.0,587.375,0.0,3.2869318181818183
3595,2442,2010-11-16 23:14:18.843,2019-08-18 03:28:19.333,73.0,0,-0.016,18509.4581,2849.872833333334,1673.9457333333335,464.13116666666673,4.071433333333333,1300.0912833333334,837.52945,5567.880000000001,1979.90855,119448.51411666667,4546.823716666667,3.851166666666667,1147.3942166666668,4.444233333333333,2967.641883333333,5.0,11.0,0.5,286579.0,286579.0,11.0,0.01894195845270833,0.0,46540.666666666664,0.0,2.090909090909091,2.0,6.363636363636363,1.4142135623730951,5.536654716933814,0.025142135840024806,357.2,719.2727272727273,2.0
3616,1107,2010-11-17 12:59:57.597,2019-01-18 23:05:00.353,24.0,0,943.4430000000001,47.525,164096.73305,8003.038950000001,31.69221666666667,3556.8787833333336,25944.902500000004,11906.828716666667,11352.941283333335,16349.928000000002,51.453833333333336,2759.07695,58.45716666666667,160557.70500000002,25893.401933333334,201.16461666666666,0.0,16.0,0.0,251314.0,312479.0,16.0,2.395779645777232e-05,0.0,68999.47826086957,0.0,2.0,0.0,4.375,0.0,6.510248331157064,0.02980068150935166,0.0,948.5625,0.0
3638,871,2010-11-17 20:57:10.527,2019-04-05 20:00:00.030,33.0,0,0.0,28.12055,167.97261666666665,18.32255,60.287616666666665,5.03005,3877.8680000000004,28.75811666666667,39.01893333333333,448.0868333333334,4016.3696166666673,22875.379666666668,2806.18895,249734.95826666668,157.94050000000001,1441.15595,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2688.6666666666665,0.0,2984.9,0.0,2.375,0.0,2.4460853078609777,0.0,0.0,362.5,0.0,2.2604166666666665
3643,4288,2010-11-17 22:16:13.937,2018-12-30 07:25:47.287,48.0,0,45.476000000000006,77150.38290000001,365722.1252666667,47530.9294,10390.994833333334,33066.985883333335,6900.57895,75.0211,3219.186066666667,18194.426166666668,1815.0713333333335,2714.3271000000004,6320.2921166666665,22586.557783333337,1295.2933833333334,74.62655,15.0,1.0,8.0,5435.0,5435.0,1.0,0.008135504970793536,24808.166666666668,5435.0,4400.5,1.0,2.466666666666667,3.0,2.030716505032035,0.0,0.0,585.4,451.0,2.4
3694,3770,2010-11-19 01:25:33.350,2019-07-19 18:51:51.803,57.0,0,992.4100000000001,935.7677833333333,341658.38621666667,29.386216666666666,17678.985233333333,37.852000000000004,20962.021433333335,9749.6815,50812.64506666667,1378.2939333333334,4601.414116666667,4224.778166666667,4.881833333333334,5991.516883333334,113469.75300000001,2782.9415000000004,13.0,3.0,3.5,275257.0,275257.0,3.0,0.03112288247688348,3604.5,112022.25,3770.0,1.3333333333333333,4.615384615384615,6.333333333333333,3.150091573760503,3.055050463303893,0.0141375160902605,853.1538461538462,964.3333333333334,4.615384615384615
3701,17171,2010-11-19 05:48:35.553,2014-03-26 02:54:37.303,292.0,0,16836238.59,25368.237666666668,22183.022833333336,4428.9059,707.4741,3488.308566666667,3948.1148333333335,5850.420050000001,118.37671666666667,151.72106666666667,3461.85755,357.2801166666667,1889.7784333333334,1212.5414000000003,387.6627666666667,2581.981116666667,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4650.2,0.0,17171.0,0.0,3.75,0.0,2.792848008753788,0.0,0.0,855.5625,0.0,3.4791666666666665
3711,1248,2010-11-19 14:32:16.830,2014-09-30 03:10:07.997,43.0,0,25819.887000000002,1240.7232166666668,3652.305116666667,984.5795,1845.1074333333336,3771.0785666666666,2790.3599333333336,1485.6524,1418.2021666666667,5838.555216666667,4433.85955,8656.039233333335,1407.4021,1460.8727333333334,24365.219500000003,4228.9681666666675,1.0,15.0,0.125,312479.0,312479.0,15.0,0.0016865349857628333,1248.0,108669.0625,1248.0,2.8,1.0,7.8,0.0,6.416496596385644,0.05810585660092877,1152.0,1469.6666666666667,1.0
3731,3673,2010-11-20 02:23:30.837,2012-12-05 15:19:35.713,50.0,0,0.0,1610.07005,9485.622716666667,7871.70945,2625.71095,7694.364500000001,4072.134666666667,2487.8406666666665,10283.6955,3342.92105,2153.30695,1237.8674333333333,758.9511666666666,941.5607333333334,2856.872383333334,604.7461666666667,11.0,5.0,2.0,275257.0,275257.0,5.0,0.05000728439442678,5573.0,67345.58333333333,3673.0,3.0,7.181818181818182,24.2,5.325752187591567,18.143869488066763,0.03901767354723474,720.9090909090909,778.4,7.060606060606061
3736,14071,2010-11-20 06:18:16.530,2019-08-31 16:33:01.883,44.0,0,2673.44,10595.129383333335,6496.452666666667,339113.10178333335,3567.3450000000003,2132.0091666666667,1500.4073333333333,242242.03445000004,6099.203100000001,122341.64990000002,22.648500000000002,3068.3463333333334,3903.493666666667,137.12376666666668,64.2925,95.0519,14.0,2.0,5.0,0.0,346372.0,2.0,9.36582122446925e-05,1678.0,279188.4,10880.333333333334,3.5,6.928571428571429,22.0,9.042330245226408,9.899494936611665,0.0016719771913330163,1341.2857142857142,2358.0,6.714285714285714
3776,8352,2010-11-21 11:30:19.097,2017-08-28 13:12:24.980,49.0,0,484.17,108.99283333333334,1788.3862166666668,735.0662833333334,394.91005000000007,132.62988333333334,10140.142733333334,154.96450000000002,3601.078933333333,2908.2572833333334,1762.3333833333336,1356.5876666666668,4745.121833333334,43012.761000000006,3088.865166666667,45854.17728333334,14.0,2.0,5.0,50225.0,50225.0,2.0,0.0004201278255714414,6759.428571428572,16534.75,7510.125,2.5,3.2142857142857144,18.5,2.22498302253061,10.606601717798213,0.003970492557522694,511.64285714285717,384.0,3.0476190476190474
3787,3326,2010-11-21 17:59:01.543,2019-08-26 14:25:35.440,66.0,0,0.0,4377.174066666667,3857.175666666667,1905.9113333333335,8807.3685,80.66576666666667,532.4962833333334,7742.343783333334,115.00683333333335,220.872,1322.6191000000001,904.2915,1998.5000000000002,1143.5516666666667,225.46956666666668,17427.671,5.0,11.0,0.5,312479.0,312479.0,11.0,0.012168465098205595,2165.5,70525.36363636363,3329.625,2.272727272727273,3.4,4.363636363636363,1.51657508881031,2.941860882935401,0.014587090909271024,259.6,1094.4545454545455,3.2
3791,1149,2010-11-21 20:07:10.040,2017-03-14 17:26:39.183,21.0,0,328.673,3.6896166666666668,7.47545,2513.1388833333335,195.32845,16.301333333333336,57.697050000000004,61.626000000000005,11.544833333333335,6.950783333333334,203.37766666666667,9591.318333333335,77.93516666666667,178.4396,12934.616733333334,57.096166666666676,15.0,1.0,8.0,8618.0,8618.0,1.0,0.041241563522661895,11505.0,8618.0,0.0,1.0,1.4,4.0,1.5946338585572373,0.0,0.0,726.4666666666667,775.0,0.9295238095238095
3793,4221,2010-11-21 20:38:37.513,2019-08-18 14:35:10.773,83.0,0,967.864,9954.831933333335,8774.995499999999,2308.6447333333335,5872.331550000001,2786.9825,2516.3478333333333,365.45133333333337,6931.4636666666665,5769.2762833333345,25976.167666666668,20620.18571666667,13189.965883333334,308.19456666666673,4243.481383333334,27.006050000000002,6.0,10.0,0.6363636363636364,286579.0,286579.0,10.0,0.012199384572676343,3444.0,122044.17647058824,2404.5,2.6,3.8333333333333335,11.1,6.6156380392723015,19.57010191309409,0.02680794343997632,603.6666666666666,676.9,3.111111111111111
3806,588,2010-11-22 07:15:15.050,2019-08-13 17:38:43.577,16.0,1,1802.99,77647.44783333334,3808.92245,2184.1251,11823.704,3124.5320666666667,2401.8342666666667,1099.2283333333332,83.075,23.596400000000003,1621.6325000000002,36.60476666666667,11561.829566666669,17295.479666666666,199970.91693333336,512492.3882333334,7.0,9.0,0.8,459272.0,459272.0,9.0,0.0128435543766124,3852.3333333333335,147859.61538461538,1496.25,1.6666666666666667,2.4285714285714284,3.5555555555555554,2.9358214555806383,3.4681086744474685,0.0,686.5714285714286,782.7777777777778,2.4285714285714284
3852,1609,2010-11-23 13:46:48.850,2019-08-29 15:14:11.707,23.0,0,6342184.8270000005,5333.025766666668,11.312733333333334,126.32705000000001,296.3211166666667,1307.84255,1181.81005,3.6730666666666667,87.91100000000002,1454.2173833333334,259.0496166666667,21.647883333333333,27000.030550000003,11563.087233333334,9992.815050000001,339.4186166666667,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4503.2,0.0,12205.857142857143,0.0,6.1875,0.0,5.528336096873995,0.0,0.0,711.3125,0.0,4.625
3936,5772,2010-11-24 21:22:35.677,2019-08-31 10:14:18.207,78.0,0,92706.603,13760.228716666667,677.0475666666666,14801.154333333334,8577.715600000001,4397.1249,3777.1668833333333,863.2558333333334,2127.9100000000003,4596.520883333334,107.79045,5849.31555,5765.641233333334,1856.5336,785.1820000000001,1983.4115666666667,11.0,5.0,2.0,113632.0,182029.0,5.0,2.4154469021658096e-05,4518.0,51295.545454545456,0.0,2.8,3.4545454545454546,10.2,4.107642544419764,11.278297743897348,0.05760141980012935,488.54545454545456,613.4,3.333333333333334
3947,920,2010-11-25 00:56:30.780,2010-12-13 07:06:18.943,19.0,0,270.96000000000004,205.77188333333334,105.7384,1254.0592666666669,68.64445,22.185716666666668,155.25211666666667,1099.6376666666667,136.64911666666666,221.87993333333333,2727.2919000000006,1147.9222166666666,7.018616666666667,1676.9666666666667,4392.886716666667,1533.5307166666669,1.0,15.0,0.125,275257.0,315958.0,14.0,0.00420623711192771,0.0,83036.90909090909,0.0,2.1333333333333333,3.0,10.6,0.0,16.868398179520696,0.00041134881206919343,51.0,511.8,3.0
4009,1521,2010-11-25 15:00:43.233,2019-08-30 13:53:29.387,16.0,1,364647.234,33.77243333333334,5644.192950000001,17442.52405,1020.5799000000001,4307.511933333333,1621.7311166666668,31718.703783333338,62215.416266666674,35650.91378333334,7255.7642166666665,4527.890733333334,30151.600766666666,70475.84261666666,2667.9613833333337,109886.90173333333,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20817.0,0.0,1567.9166666666667,0.0,3.125,0.0,2.4460853078609777,0.0,0.0,1083.25,0.0,2.9375
4058,11758,2010-11-25 22:42:07.177,2019-08-29 13:48:32.850,21.0,0,564270.003,111593.48078333333,16644.876766666668,266.59423333333336,31.910050000000002,93934.97528333333,25784.851933333335,3093.451733333334,20299.749266666666,4125.422566666667,5354.023266666667,1473.4599500000002,1462.1456666666668,482.2767166666667,697.25845,3145.3307833333333,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10799.5,0.0,10873.0,0.0,26.8125,0.0,36.64099480090572,0.0,0.0,4367.125,0.0,26.270833333333332
4143,837,2010-11-27 16:35:13.227,2018-07-17 06:42:22.153,22.0,0,499.896,145.00583333333333,8518.471450000001,4490.4355000000005,11292.828116666667,3074.8134333333337,59206.46233333334,1550.8129999999999,95456.03145,22704.077666666668,570.3796166666667,32.554883333333336,5839.668950000001,12398.390666666668,434.8572666666667,282038.0886166667,12.0,4.0,2.6,57055.0,57055.0,4.0,3.1463782402499925e-05,1736.6,25143.0,837.0,1.75,4.583333333333333,3.75,2.968266507678524,2.217355782608345,0.00461635642083429,1770.3333333333333,2180.0,4.416666666666667
4154,43602,2010-11-28 03:21:44.597,2019-08-30 17:41:59.937,400.0,0,0.0,4.280716666666667,23.158883333333335,13.974783333333335,966.3463333333334,69294.076,21.545833333333334,7331.0805,4383.401216666667,3745.400733333334,69566.70266666666,4279.207933333334,41718.17356666667,6655.456266666667,769.7137833333334,19.552383333333335,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4438.333333333333,0.0,34864.25,0.0,1.8125,0.0,1.8697147732564274,0.0,0.0,402.5,0.0,1.5354166666666669
4171,2141,2010-11-28 16:44:34.197,2019-08-22 23:40:32.490,24.0,0,502.55300000000005,323.4451666666667,5369.2921166666665,134.04233333333335,6.9776,64749.32316666667,123.79790000000001,14603.656716666668,11550.861716666668,4.6814,78976.95916666668,531.6643333333334,28289.428266666666,20347.9264,83.2791,2448.0474000000004,7.0,9.0,0.8,251314.0,251314.0,8.0,2.1235577706286884e-05,1460.5,46440.77777777778,2141.0,1.5555555555555556,20.714285714285715,4.777777777777778,26.837252006084665,4.6844897741850655,0.026112486968197148,1095.857142857143,848.7777777777778,20.714285714285715
4175,468,2010-11-28 18:40:01.410,2019-08-19 21:48:20.667,19.0,0,6313167.993000001,36873.08900000001,493266.49606666673,14578.226333333334,293.6086666666667,1054.1763333333333,4392.867333333334,409.7986666666667,2569.431666666667,30163.024383333337,41737.042883333335,37687.813,6988.151500000001,205.72061666666667,4076.2635000000005,17243.92471666667,1.0,15.0,0.125,467485.0,467485.0,13.0,0.033694418950040717,468.0,145202.61538461538,468.0,1.5333333333333334,1.0,2.6666666666666665,0.0,2.1930626551751344,0.043469585334404454,2109.0,1365.6666666666667,1.0
4219,525,2010-11-03 19:14:30.727,2010-11-29 21:27:57.813,25.0,0,-0.017,1314.0366666666669,88.4685,314.09683333333334,1210.1571166666668,1433.7792166666668,1495.8731166666666,3189.968216666667,178.38071666666667,78.75633333333333,734.9589,30.573666666666668,451.44821666666667,177.51345,1296.5325000000003,2174.3034333333335,0.0,16.0,0.0,0.0,275257.0,16.0,0.0015125980451508652,0.0,73444.27272727272,0.0,1.875,0.0,2.25,0.0,2.0816659994661326,0.06672075187618472,0.0,490.1875,0.0
4253,3509,2010-11-30 12:59:09.193,2019-08-28 19:14:07.150,25.0,0,798.36,137.7214,18984.1136,24673.444833333335,2513.7482833333333,91301.56378333335,5194.757383333334,31858.938833333334,18938.04811666667,9308.476050000001,9229.345833333333,68970.8225,41400.43433333333,90675.74116666667,34535.268116666666,19364.571766666668,12.0,4.0,2.6,111821.0,286579.0,4.0,0.0046277513017912615,4109.2,86303.90909090909,3509.0,2.75,4.416666666666667,8.5,4.010403138505322,4.795831523312719,0.007261035685085978,1007.5,940.25,3.630952380952381
4280,129144,2010-12-01 08:36:11.887,2019-08-31 21:58:09.957,129.0,0,39554.22,3874.55955,12104.790216666668,2.2612833333333335,16919.660283333335,904.7842166666667,23843.709216666666,11.405166666666668,11427.562616666668,10877.55995,20.385550000000002,313.81545,328.7044333333333,9455.809333333335,9047.002616666667,2.9338833333333336,16.0,0.0,0.0,0.0,0.0,0.0,0.0,17342.0,0.0,113359.0,0.0,5.4375,0.0,6.153251173160413,0.0,0.0,519.1875,0.0,4.552083333333334
4284,15666,2010-12-01 12:00:29.107,2019-08-23 11:39:35.017,80.0,0,200.90300000000002,1910.4343833333335,271.8102333333334,695.1013333333334,1769.804666666667,2983.366666666667,943.7405500000001,26.009500000000003,34.594950000000004,22399.93,998.4190500000001,16997.49595,22171.185100000002,73.25906666666667,859.4281,4761.833233333334,14.0,2.0,5.0,24417.0,82449.0,2.0,0.03422879668665248,4735.333333333333,32191.75,11527.25,2.0,3.857142857142857,41.5,4.2761798705987895,48.79036790187178,0.0016578750473945029,499.64285714285717,726.5,3.642857142857143
4290,7386,2010-12-01 17:22:55.893,2011-05-18 04:20:22.050,159.0,0,187.20700000000002,6063.119166666667,6585.694116666667,1864.5742166666669,4098.939283333334,19191.02816666667,1864.6028333333336,1062.1387666666667,372.5330000000001,9389.176566666667,11402.105433333334,5954.9739500000005,2621.198616666667,4652.280383333334,265.32505000000003,11981.097500000002,1.0,15.0,0.125,275257.0,312479.0,15.0,0.00035960337861806285,7386.0,114037.25,7386.0,2.466666666666667,0.0,7.866666666666666,0.0,12.170612536918982,0.002939510820409628,215.0,510.0,0.0
4322,2343,2010-12-02 13:55:45.350,2019-08-31 03:20:12.387,42.0,0,415172.357,4417.407433333333,40481.18516666667,8464.507166666668,11588.81345,14547.664883333335,5831.7446666666665,17430.248450000003,45647.04471666667,4860.0515000000005,2391.4452833333335,4139.049666666667,1793.7552833333334,8299.07955,379.8588333333334,4236.937283333334,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2776.9,0.0,6691.071428571428,0.0,2.9375,0.0,2.8628365886535216,0.0,0.0,838.4375,0.0,2.4729166666666664
4341,2333,2010-12-02 19:49:53.757,2019-08-24 02:44:33.840,63.0,0,143.116,43034.5705,40714.27506666667,28334.234433333335,13246.0364,2557.0473333333334,6387.593383333334,11220.027716666667,17674.681283333335,8676.713383333334,1424.0767833333334,9923.788216666668,74943.36173333334,2324.132766666667,678.0779500000001,9309.651716666667,0.0,16.0,0.0,275257.0,312479.0,16.0,0.01820858445610911,0.0,107978.72,0.0,1.8125,0.0,5.875,0.0,7.8644770964127035,0.021734197239438282,0.0,447.5625,0.0
4396,4533,2010-12-04 09:18:12.123,2019-08-14 05:42:10.100,87.0,0,15355341.924,17.412716666666668,3143.27205,1255.5249000000001,2918.645216666667,1819.092666666667,1040.8517833333333,320.4205,1287.4808333333335,6120.119933333333,4428.6045,996.0496166666668,995.2927833333334,232.32043333333334,259.7144,1820.5598333333335,8.0,8.0,1.0,459272.0,459272.0,8.0,0.005112171534059262,19345.125,141788.63636363635,4533.0,1.5,5.25,6.375,4.713203338949606,3.2923070504261465,0.00849212293497007,670.25,787.875,5.25
4414,1545,2010-12-04 21:10:10.753,2019-08-28 18:56:19.453,19.0,0,3129272.7970000003,42458.245050000005,1810.5066166666668,45647.34771666667,1320.33095,61802.44878333333,1987.4269333333334,173978.98756666668,85312.55600000001,70641.18833333332,21764.953716666667,19598.653716666668,13085.769166666667,58199.67845000001,26946.849050000004,26.615166666666667,10.0,6.0,1.5714285714285714,69037.0,69037.0,6.0,0.000221716203027323,2096.2,21107.1,1869.2,1.8333333333333333,2.0,4.333333333333333,3.4318767136623336,3.444802848737017,0.001975720773512921,1907.3,1462.3333333333333,1.2666666666666666
4426,5353,2010-12-05 06:29:28.233,2014-04-13 16:47:13.543,89.0,0,-0.016,592.0634333333334,146.074,92797.50223333335,32519.0155,13191.674383333335,28875.48555,9878.513333333334,12176.36345,25719.575166666666,6959.233116666667,65.35733333333333,4169.231266666667,51692.92211666667,3457.4756666666667,73.44945000000001,6.0,10.0,0.6363636363636364,275257.0,275257.0,10.0,4.761104159568406e-05,3628.5,104494.5625,5353.0,2.0,4.333333333333333,10.1,2.875181153713043,9.746224340168295,0.012849709871756357,374.3333333333333,679.5,4.333333333333333
4437,3928,2010-12-05 12:36:58.013,2019-08-31 14:12:11.233,48.0,0,6992581.274,1312.0503333333334,18172.404833333334,1457.8520500000002,9304.553500000002,69718.49688333334,6353.917950000001,6482.136716666667,3629.565066666667,42301.66593333334,68723.54266666666,19509.154116666665,42396.599383333334,6269.44595,10490.060166666666,2212.8678833333333,13.0,3.0,3.5,68125.0,68125.0,2.0,0.0013279002001555036,27136.8,46804.5,0.0,0.6666666666666666,3.5384615384615383,2.6666666666666665,4.48358830654244,1.1547005383792517,0.0,817.3846153846154,1020.0,3.3461538461538463
4471,1492,2010-12-06 12:04:10.677,2019-05-03 21:54:04.247,16.0,1,8883.016000000001,65384.68128333334,3589.1660500000003,18954.046566666668,30057.955883333336,10416.715783333335,116497.56338333334,37731.51505,70354.32095000001,31518.10121666667,60995.40233333334,3761.4737333333337,98339.24893333335,7845.432333333333,679.8167333333333,125199.61843333334,10.0,6.0,1.5714285714285714,275257.0,459272.0,6.0,4.452151445747717e-05,3831.8,149675.58333333334,1492.0,2.3333333333333335,3.7,12.5,3.529242915351047,14.976648490233053,9.067414944942508e-06,800.9,1303.1666666666667,3.65
4583,32020,2010-12-09 20:45:18.210,2019-08-31 17:57:28.033,78.0,0,35693950.117,5740.947933333334,48504.98573333334,14746.594333333334,35983.2411,26886.923333333336,2814.8936666666673,194.21461666666667,37.163333333333334,166.61611666666667,110.85105,17.39571666666667,19.322950000000002,142.0521666666667,3514.0058833333333,142.5501166666667,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,32020.0,0.0,3.9375,0.0,3.974397228930864,0.0,0.0,431.9375,0.0,3.9166666666666665
4623,1221,2010-12-10 21:32:00.027,2019-08-27 15:39:44.330,24.0,0,0.0,11025.774766666667,20069.6205,3155.4965,15490.5065,8852.101566666668,1715.16105,11468.971833333335,14672.389500000001,29823.479783333332,3294.260216666667,745.7281166666668,18930.542333333335,10551.594266666669,16484.831566666668,39642.82721666667,8.0,8.0,1.0,182029.0,312479.0,7.0,8.45943048193075e-05,21025.0,62994.6,1221.0,2.25,2.625,7.25,2.8753881725529062,4.200340122282616,0.0029530081900697816,471.125,807.125,2.625
4677,2881,2010-12-12 19:34:09.663,2019-06-13 08:34:37.127,39.0,0,12110394.777,960.42605,109.24466666666667,17550.952400000002,25845.321333333333,16571.15705,21.916050000000002,19571.828733333336,90.25671666666668,34290.984833333336,41663.33878333333,1431.7935,71413.24371666668,216084.07495,1571.52405,2678.217,0.0,16.0,0.0,346372.0,346372.0,15.0,6.053817989621043e-05,0.0,99106.22727272728,0.0,1.4375,0.0,3.8125,0.0,3.103089857974897,0.006278168767170917,0.0,712.0,0.0
4706,2199,2010-12-13 10:28:28.907,2019-08-14 04:36:58.167,43.0,0,953666.9160000001,10054.972833333333,8635.201116666667,2903.3188333333333,8618.194333333335,37451.75938333334,23022.348233333334,2875.1038333333336,9758.282766666667,7521.266066666667,1438.08355,11510.756166666666,23051.502383333336,3.4956166666666673,17279.290116666667,21421.81866666667,1.0,15.0,0.125,275257.0,275257.0,13.0,0.0011667421926976236,6164.0,58095.23529411765,0.0,1.5333333333333334,1.0,5.733333333333333,0.0,6.005552985917839,0.0008021268556121191,362.0,248.53333333333333,1.0
4726,3702,2010-12-14 01:19:01.257,2019-08-30 15:32:14.673,45.0,0,10347.496000000001,5.580783333333334,1431.6437833333334,2861.7044333333333,8748.715283333333,8654.698283333335,11416.369100000002,2897.1991666666668,1081.6332833333333,12458.09355,22987.996733333333,7812.693266666667,7973.332450000001,8644.473166666667,1464.01395,50354.90105,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3590.5,0.0,17813.5,0.0,4.125,0.0,5.58420391222718,0.0,0.0,818.5625,0.0,3.6909722222222223
4728,3079,2010-12-14 02:24:43.343,2016-09-22 09:06:48.653,89.0,0,0.0,244.13123333333337,1506.6654333333333,769.5649500000001,468.44155000000006,9.160616666666668,703.883,112.81328333333335,211.7507166666667,48.31311666666667,187.40193333333335,880.2595,2334.6849,60.157833333333336,628.4548833333334,456.01811666666674,12.0,4.0,2.6,286579.0,312479.0,4.0,0.005690512919124058,1808.6666666666667,146326.44444444444,3079.0,2.25,1.9166666666666667,3.75,2.3143164446679725,3.593976442141304,0.004722534193705601,339.0,398.0,1.597222222222222
4736,3125,2010-12-14 08:40:46.377,2013-05-30 16:07:09.783,99.0,0,983.993,3190.5207833333334,106423.96605,19145.08345,27.55421666666667,35.523383333333335,1474.4612833333335,22.932283333333334,722.3201000000001,40.798166666666674,656.9959,48.05076666666667,61654.59723333334,5784.002933333334,12064.308500000001,14722.488783333334,0.0,16.0,0.0,275257.0,315958.0,14.0,0.02650604456753519,0.0,106353.5,0.0,2.375,0.0,10.0625,0.0,11.641699475019387,0.008116327467545516,0.0,563.0625,0.0
4742,1121,2010-12-14 12:26:14.750,2018-11-30 06:36:16.823,40.0,0,2822.453,1121.9405666666669,13.9776,1728.751616666667,48.78188333333333,1054.6115666666667,5141.1845,915.4564333333334,1201.6774500000001,690.3602166666667,1537.3214500000001,6628.010666666667,495.85416666666674,8242.180833333334,1284.12895,20.081000000000003,14.0,2.0,5.0,312479.0,312479.0,2.0,0.023085295936179927,2305.5,159861.0,1121.0,1.5,3.142857142857143,6.0,2.507132682112035,0.0,0.0,704.2857142857143,457.0,3.1190476190476195
4781,30048,2010-12-15 16:22:08.110,2019-08-31 01:55:48.870,44.0,0,-0.017,35904.296833333334,167243.355,24564.63145,61998.63016666667,87899.30266666667,20108.80516666667,11130.095050000002,16807.16661666667,85200.53671666668,179.8435,27272.347400000002,42123.193433333334,129.57823333333334,2519.0858333333335,8869.5295,6.0,10.0,0.6363636363636364,346372.0,346372.0,9.0,4.0197452957331976e-05,20420.5,80273.6,30048.0,1.8,7.5,22.6,7.314369419163897,26.407911272529255,0.00011274555206113244,1028.0,1142.2,7.0
4791,70061,2010-12-15 20:27:05.613,2019-05-21 13:19:54.730,257.0,0,599533.417,1373.7461666666668,38766.17988333334,22901.056950000002,37624.25738333333,1003.487,1752.0107833333336,7203.58845,5406.0621666666675,478.4725,275.72976666666665,1161.2829,1281.4458333333334,34.161500000000004,1388.217216666667,1451.4541666666667,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.5454545454545,0.0,70061.0,0.0,5.875,0.0,12.181269775082292,0.0,0.0,668.1875,0.0,5.7625
4829,6370,2010-12-16 18:25:22.347,2019-08-31 09:21:31.200,31.0,0,-0.014,52486.407566666676,17150.663666666667,9930.208,4158.861333333333,50491.57755000001,37449.42988333334,219322.19706666667,18229.046216666666,4504.282333333334,96053.64121666667,74936.3929,4298.76205,16347.307283333334,31511.5515,46151.073833333336,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7936.75,0.0,6370.0,0.0,2.3125,0.0,2.574716812907133,0.0,0.0,586.5,0.0,2.3125
4842,4044,2010-12-16 22:51:50.773,2019-08-07 16:27:51.063,69.0,0,783.0640000000001,31393.7045,43539.76383333334,3958.82255,6325.439666666667,61457.31638333333,30214.81995,4385.686000000001,181.88378333333333,8372.302833333333,16361.075550000001,5150.552616666667,2847.8785000000003,26413.809383333333,7156.224283333334,8360.926716666667,6.0,10.0,0.6363636363636364,122624.0,275257.0,10.0,0.005995667264360673,2793.6,72942.45454545454,5931.333333333334,1.4,4.666666666666667,6.1,2.804757862395017,1.911950719959998,0.008548298503314136,596.0,898.7,3.345238095238095
4873,22592,2010-12-17 17:21:40.780,2019-08-29 19:31:08.483,281.0,0,128.953,11.185833333333335,44.80883333333334,199743.45183333335,106.869,1312.5078333333333,27.49616666666667,51.933,36.065783333333336,659.7253833333333,3531.0509,46.435100000000006,353.0891166666667,22.685950000000002,34.82233333333333,297.7183833333334,12.0,4.0,2.6,286579.0,286579.0,4.0,0.0030958110967026897,1277.6666666666667,55713.25,11529.0,2.5,8.75,25.5,20.600639884148347,20.207259421636902,0.015244158057528403,779.0833333333334,1382.75,8.541666666666666
4876,1987,2010-12-17 17:54:11.663,2019-08-04 18:13:39.547,67.0,0,489.71400000000006,54725.714550000004,52072.25716666667,3844.99795,154375.66121666666,25870.46655,128.43473333333336,8497.918383333334,2720.844883333333,52149.1974,189915.23383333336,36215.74738333334,2481.8698833333333,41904.37633333333,21415.426283333334,9055.474116666668,1.0,15.0,0.125,467485.0,467485.0,15.0,0.006550469448750858,2519.0,139299.66666666666,0.0,1.6,6.0,1.8666666666666667,0.0,2.445598573141631,0.009484696969028289,174.0,473.4,0.35294117647058826
4890,6992,2010-12-18 03:11:21.227,2019-08-31 02:04:37.160,22.0,0,3817009.74,124.67238333333334,12823.62045,7343.9775,19771.564550000003,23324.601283333333,33985.58143333333,147417.89945,94031.88571666667,36929.68373333334,15906.935383333333,16061.649166666668,2599.731,18266.6465,11.168666666666667,2175.70555,1.0,15.0,0.125,315958.0,459272.0,15.0,0.011337077541755777,6992.0,118688.3125,6992.0,3.3333333333333335,0.0,19.733333333333334,0.0,31.9831801033576,0.02599565266086872,270.0,554.3333333333334,0.0
